camera_id,source_video,date,time,period,vehicle_count_1min,volume_veh_per_hour,avg_speed_kmh,queue_length_veh,wait_time_min,green_seconds,density_percent,weather_temp_c,accident_count,roadwork_flag,event_flag,is_holiday,hour,minute,day,day_of_week,month,is_weekend,hour_sin,hour_cos,weather_condition_Clear,weather_condition_Cloudy,weather_condition_Hot,weather_condition_Rain
CAM_008,siang_cctv_030_20260614_165104.mp4,6/14/2026,16:51:04,Evening Rush,273.0,16380.0,44.33,0.0,0.0,55.7,51.76,29.2,0.0,0.0,0.0,0.0,4,4,15,0,6,0,0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,1.0
CAM_009,siang_cctv_031_20260614_165904.mp4,6/14/2026,16:59:04,Evening Rush,199.0,11940.0,40.45,0.0,0.0,53.1,40.55,29.6,0.0,0.0,0.0,0.0,4,4,15,0,6,0,0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,1.0
CAM_010,siang_cctv_032_20260614_165940.mp4,6/14/2026,16:59:40,Evening Rush,266.0,15960.0,34.57,1.0,0.4,59.1,51.56,29.6,0.0,0.0,0.0,0.0,4,4,15,0,6,0,0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,1.0
CAM_005,siang_cctv_033_20260614_164919.mp4,6/14/2026,16:49:19,Evening Rush,9.0,540.0,6.96,2.0,0.8,55.2,15.31,29.6,0.0,0.0,0.0,0.0,4,4,15,0,6,0,0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,1.0
CAM_002,siang_cctv_034_20260614_165211.mp4,6/14/2026,16:52:11,Evening Rush,61.0,3660.0,28.07,1.0,0.4,48.8,13.0,29.2,0.0,0.0,0.0,0.0,4,4,15,0,6,0,0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,1.0
CAM_001,siang_cctv_035_20260614_163500.mp4,6/14/2026,16:35:00,Evening Rush,124.0,7440.0,31.95,0.0,0.0,45.4,9.28,28.6,0.0,0.0,0.0,0.0,4,4,15,0,6,0,0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,1.0
CAM_001,malam_cctv_001_20260518_003725.mp4,5/18/2026,23:43:00 PM,Late Night,2.0,120.0,9.22,1.0,0.4,51.4,9.17,26.5,0.0,0.0,0.0,0.0,4,4,15,0,6,0,0.8660254037844386,0.5000000000000001,0.0,1.0,0.0,0.0
CAM_009,malam_cctv_002_20260612_233917.mp4,6/12/2026,23:39:17,Late Night,12.0,720.0,11.41,2.0,0.8,54.2,14.94,26.9,0.0,0.0,0.0,0.0,4,5,15,0,6,0,0.8660254037844386,0.5000000000000001,1.0,0.0,0.0,0.0
CAM_004,malam_cctv_003_20260518_004022.mp4,5/18/2026,23:44:47 PM,Late Night,0.0,0.0,80.0,0.0,0.0,33.0,0.0,25.9,0.0,0.0,0.0,0.0,4,5,15,0,6,0,0.8660254037844386,0.5000000000000001,0.0,1.0,0.0,0.0
CAM_005,malam_cctv_004_20260613_224239.mp4,6/13/2026,22:42:39,Night,7.0,420.0,2.52,0.0,0.0,48.8,0.86,26.9,0.0,0.0,0.0,0.0,4,5,15,0,6,0,0.8660254037844386,0.5000000000000001,0.0,1.0,0.0,0.0
CAM_005,malam_cctv_005_20260518_004357.mp4,5/18/2026,23:44:00 PM,Late Night,56.0,3360.0,20.29,10.0,4.0,70.3,34.58,25.9,0.0,0.0,0.0,0.0,4,5,15,0,6,0,0.8660254037844386,0.5000000000000001,0.0,1.0,0.0,0.0
