image,approach,vehicle_count_1min,volume_veh_per_hour,queue_length_veh,density_percent,avg_speed_kmh
frame_0283,CENTER,6,360,0,8.314499855041504,55.0
frame_0283,RIGHT,0,0,0,0.0,60.0
frame_0355,LEFT,4,240,0,12.21399974822998,45.0
frame_0355,CENTER,5,300,0,10.116900444030762,45.0
frame_0355,RIGHT,0,0,0,0.0,60.0
frame_0281,LEFT,5,300,0,14.673100471496582,45.0
frame_0281,CENTER,6,360,0,7.898900032043457,55.0
frame_0281,RIGHT,0,0,0,0.0,60.0
frame_0306,LEFT,4,240,0,3.0787999629974365,55.0
frame_0306,CENTER,7,420,0,10.145400047302246,45.0
frame_0306,RIGHT,0,0,0,0.0,60.0
frame_0095,LEFT,3,180,0,5.8491997718811035,55.0
frame_0095,CENTER,4,240,0,12.616499900817871,45.0
frame_0095,RIGHT,0,0,0,0.0,60.0
frame_0051,LEFT,6,360,0,18.76059913635254,45.0
frame_0051,CENTER,2,120,0,6.332200050354004,55.0
frame_0051,RIGHT,1,60,0,6.377999782562256,55.0
frame_0124,LEFT,3,180,0,1.6734000444412231,55.0
frame_0124,CENTER,2,120,0,3.9958999156951904,55.0
frame_0124,RIGHT,0,0,0,0.0,60.0
frame_0333,LEFT,5,300,0,10.703800201416016,45.0
frame_0333,CENTER,5,300,0,7.49370002746582,55.0
frame_0333,RIGHT,0,0,0,0.0,60.0
frame_0366,LEFT,4,240,0,13.239399909973145,45.0
frame_0366,CENTER,4,240,0,4.578800201416016,55.0
frame_0366,RIGHT,0,0,0,0.0,60.0
frame_0122,LEFT,3,180,0,1.5331000089645386,55.0
frame_0122,CENTER,5,300,0,10.543000221252441,45.0
frame_0122,RIGHT,0,0,0,0.0,60.0
frame_0180,LEFT,2,120,0,2.1538000106811523,55.0
frame_0180,CENTER,5,300,0,1.395900011062622,55.0
frame_0180,RIGHT,0,0,0,0.0,60.0
frame_0056,LEFT,5,300,0,13.76159954071045,45.0
frame_0056,CENTER,3,180,0,6.682199954986572,55.0
frame_0056,RIGHT,1,60,0,7.043499946594238,55.0
frame_0362,LEFT,3,180,0,10.62909984588623,45.0
frame_0362,CENTER,4,240,0,4.269800186157227,55.0
frame_0362,RIGHT,0,0,0,0.0,60.0
frame_0302,LEFT,4,240,0,2.811500072479248,55.0
frame_0302,CENTER,7,420,0,11.826199531555176,45.0
frame_0302,RIGHT,0,0,0,0.0,60.0
frame_0267,LEFT,6,360,0,5.174099922180176,55.0
frame_0267,CENTER,6,360,0,5.532100200653076,55.0
frame_0267,RIGHT,0,0,0,0.0,60.0
frame_0278,LEFT,5,300,0,11.274499893188477,45.0
frame_0278,CENTER,6,360,0,7.410399913787842,55.0
frame_0278,RIGHT,0,0,0,0.0,60.0
frame_0050,LEFT,6,360,0,19.177600860595703,45.0
frame_0050,CENTER,2,120,0,6.407800197601318,55.0
frame_0050,RIGHT,1,60,0,6.704599857330322,55.0
frame_0248,LEFT,5,300,0,6.894700050354004,55.0
frame_0248,CENTER,6,360,0,4.6894001960754395,55.0
frame_0248,RIGHT,0,0,0,0.0,60.0
frame_0152,LEFT,3,180,0,7.702300071716309,55.0
frame_0152,CENTER,5,300,0,9.611499786376953,55.0
frame_0152,RIGHT,0,0,0,0.0,60.0
frame_0061,LEFT,3,180,0,9.812299728393555,55.0
frame_0061,CENTER,3,180,0,7.323200225830078,55.0
frame_0061,RIGHT,1,60,0,8.426400184631348,55.0
frame_0242,LEFT,5,300,0,4.581399917602539,55.0
frame_0242,CENTER,7,420,0,4.0493998527526855,55.0
frame_0242,RIGHT,0,0,0,0.0,60.0
frame_0129,LEFT,5,300,0,2.219599962234497,55.0
frame_0129,CENTER,3,180,0,4.407400131225586,55.0
frame_0129,RIGHT,0,0,0,0.0,60.0
frame_0114,LEFT,2,120,0,3.986999988555908,55.0
frame_0114,CENTER,6,360,0,10.968600273132324,45.0
frame_0114,RIGHT,0,0,0,0.0,60.0
frame_0241,LEFT,5,300,0,4.241700172424316,55.0
frame_0241,CENTER,6,360,0,3.888000011444092,55.0
frame_0241,RIGHT,0,0,0,0.0,60.0
frame_0174,LEFT,2,120,0,1.72160005569458,55.0
frame_0174,CENTER,6,360,0,6.341000080108643,55.0
frame_0174,RIGHT,0,0,0,0.0,60.0
frame_0097,LEFT,3,180,0,7.044400215148926,55.0
frame_0097,CENTER,3,180,0,12.598400115966797,45.0
frame_0097,RIGHT,0,0,0,0.0,60.0
frame_0382,LEFT,3,180,0,11.711199760437012,45.0
frame_0382,CENTER,4,240,0,6.455100059509277,55.0
frame_0382,RIGHT,0,0,0,0.0,60.0
frame_0317,LEFT,4,240,0,3.9212000370025635,55.0
frame_0317,CENTER,6,360,0,5.906700134277344,55.0
frame_0317,RIGHT,0,0,0,0.0,60.0
frame_0112,LEFT,2,120,0,7.388500213623047,55.0
frame_0112,CENTER,4,240,0,11.340999603271484,45.0
frame_0112,RIGHT,0,0,0,0.0,60.0
frame_0221,LEFT,3,180,0,8.818699836730957,55.0
frame_0221,CENTER,5,300,0,3.1507999897003174,55.0
frame_0221,RIGHT,0,0,0,0.0,60.0
frame_0168,LEFT,2,120,0,0.8389000296592712,55.0
frame_0168,CENTER,7,420,0,7.815800189971924,55.0
frame_0168,RIGHT,0,0,0,0.0,60.0
frame_0032,LEFT,5,300,0,6.564700126647949,55.0
frame_0032,CENTER,2,120,0,5.543300151824951,55.0
frame_0032,RIGHT,1,60,0,3.12719988822937,55.0
frame_0225,LEFT,5,300,0,12.959099769592285,45.0
frame_0225,CENTER,5,300,0,3.3777999877929688,55.0
frame_0225,RIGHT,0,0,0,0.0,60.0
frame_0003,LEFT,5,300,0,4.711100101470947,55.0
frame_0003,CENTER,3,180,0,5.983799934387207,55.0
frame_0003,RIGHT,0,0,0,0.0,60.0
frame_0277,LEFT,5,300,0,10.031200408935547,45.0
frame_0277,CENTER,6,360,0,7.4029998779296875,55.0
frame_0277,RIGHT,0,0,0,0.0,60.0
frame_0261,LEFT,6,360,0,13.593600273132324,45.0
frame_0261,CENTER,7,420,0,5.181700229644775,55.0
frame_0261,RIGHT,0,0,0,0.0,60.0
frame_0160,LEFT,3,180,0,11.21049976348877,45.0
frame_0160,CENTER,6,360,0,9.54580020904541,55.0
frame_0160,RIGHT,0,0,0,0.0,60.0
frame_0173,LEFT,2,120,0,1.6318000555038452,55.0
frame_0173,CENTER,5,300,0,4.866199970245361,55.0
frame_0173,RIGHT,0,0,0,0.0,60.0
frame_0203,LEFT,4,240,0,12.27929973602295,45.0
frame_0203,CENTER,5,300,0,2.2523000240325928,55.0
frame_0203,RIGHT,0,0,0,0.0,60.0
frame_0181,LEFT,2,120,0,2.3929998874664307,55.0
frame_0181,CENTER,5,300,0,1.430999994277954,55.0
frame_0181,RIGHT,0,0,0,0.0,60.0
frame_0044,LEFT,5,300,0,12.916799545288086,45.0
frame_0044,CENTER,2,120,0,6.273900032043457,55.0
frame_0044,RIGHT,1,60,0,5.597599983215332,55.0
frame_0383,LEFT,3,180,0,12.789799690246582,45.0
frame_0383,CENTER,4,240,0,6.653500080108643,55.0
frame_0383,RIGHT,0,0,0,0.0,60.0
frame_0288,LEFT,6,360,0,7.498899936676025,55.0
frame_0288,CENTER,6,360,0,10.25879955291748,45.0
frame_0288,RIGHT,0,0,0,0.0,60.0
frame_0393,LEFT,4,240,0,8.222800254821777,55.0
frame_0393,CENTER,3,180,0,7.7027997970581055,55.0
frame_0393,RIGHT,0,0,0,0.0,60.0
frame_0233,LEFT,5,300,0,5.972300052642822,55.0
frame_0233,CENTER,6,360,0,3.4175000190734863,55.0
frame_0233,RIGHT,0,0,0,0.0,60.0
frame_0257,LEFT,6,360,0,14.565600395202637,45.0
frame_0257,CENTER,6,360,0,4.444300174713135,55.0
frame_0257,RIGHT,0,0,0,0.0,60.0
frame_0053,LEFT,5,300,0,18.042499542236328,45.0
frame_0053,CENTER,3,180,0,6.556600093841553,55.0
frame_0053,RIGHT,1,60,0,7.0609002113342285,55.0
frame_0172,LEFT,2,120,0,1.6095000505447388,55.0
frame_0172,CENTER,6,360,0,5.882599830627441,55.0
frame_0172,RIGHT,0,0,0,0.0,60.0
frame_0303,LEFT,4,240,0,2.873199939727783,55.0
frame_0303,CENTER,7,420,0,11.320699691772461,45.0
frame_0303,RIGHT,0,0,0,0.0,60.0
frame_0113,LEFT,2,120,0,5.3267998695373535,55.0
frame_0113,CENTER,5,300,0,10.984000205993652,45.0
frame_0113,RIGHT,0,0,0,0.0,60.0
frame_0110,LEFT,2,120,0,11.632100105285645,45.0
frame_0110,CENTER,5,300,0,12.065600395202637,45.0
frame_0110,RIGHT,0,0,0,0.0,60.0
frame_0395,LEFT,4,240,0,5.87470006942749,55.0
frame_0395,CENTER,3,180,0,8.47249984741211,55.0
frame_0395,RIGHT,0,0,0,0.0,60.0
frame_0365,LEFT,4,240,0,12.569100379943848,45.0
frame_0365,CENTER,4,240,0,4.4197001457214355,55.0
frame_0365,RIGHT,0,0,0,0.0,60.0
frame_0236,LEFT,5,300,0,3.2090001106262207,55.0
frame_0236,CENTER,4,240,0,3.4521000385284424,55.0
frame_0236,RIGHT,0,0,0,0.0,60.0
frame_0134,LEFT,4,240,0,2.6949000358581543,55.0
frame_0134,CENTER,3,180,0,5.008999824523926,55.0
frame_0134,RIGHT,0,0,0,0.0,60.0
frame_0312,LEFT,4,240,0,3.4756999015808105,55.0
frame_0312,CENTER,6,360,0,5.620800018310547,55.0
frame_0312,RIGHT,0,0,0,0.0,60.0
frame_0187,LEFT,4,240,0,3.9993999004364014,55.0
frame_0187,CENTER,4,240,0,1.319599986076355,55.0
frame_0187,RIGHT,0,0,0,0.0,60.0
frame_0076,LEFT,3,180,0,2.988100051879883,55.0
frame_0076,CENTER,3,180,0,8.001700401306152,55.0
frame_0076,RIGHT,1,60,0,9.62559986114502,55.0
frame_0084,LEFT,2,120,0,2.8833000659942627,55.0
frame_0084,CENTER,4,240,0,9.787099838256836,55.0
frame_0084,RIGHT,1,60,0,2.9858999252319336,55.0
frame_0249,LEFT,5,300,0,7.758299827575684,55.0
frame_0249,CENTER,6,360,0,4.591400146484375,55.0
frame_0249,RIGHT,0,0,0,0.0,60.0
frame_0193,LEFT,4,240,0,5.52400016784668,55.0
frame_0193,CENTER,3,180,0,1.3665000200271606,55.0
frame_0193,RIGHT,0,0,0,0.0,60.0
frame_0294,LEFT,5,300,0,2.5869998931884766,55.0
frame_0294,CENTER,6,360,0,12.925000190734863,45.0
frame_0294,RIGHT,0,0,0,0.0,60.0
frame_0367,LEFT,4,240,0,14.284700393676758,45.0
frame_0367,CENTER,4,240,0,4.628799915313721,55.0
frame_0367,RIGHT,0,0,0,0.0,60.0
frame_0197,LEFT,4,240,0,7.546199798583984,55.0
frame_0197,CENTER,4,240,0,1.7776999473571777,55.0
frame_0197,RIGHT,0,0,0,0.0,60.0
frame_0077,LEFT,2,120,0,2.2757999897003174,55.0
frame_0077,CENTER,3,180,0,8.17590045928955,55.0
frame_0077,RIGHT,1,60,0,8.982500076293945,55.0
frame_0157,LEFT,2,120,0,11.531100273132324,45.0
frame_0157,CENTER,6,360,0,9.383899688720703,55.0
frame_0157,RIGHT,0,0,0,0.0,60.0
frame_0371,LEFT,4,240,0,18.74410057067871,45.0
frame_0371,CENTER,4,240,0,4.923799991607666,55.0
frame_0371,RIGHT,0,0,0,0.0,60.0
frame_0260,LEFT,6,360,0,14.605799674987793,45.0
frame_0260,CENTER,6,360,0,4.815199851989746,55.0
frame_0260,RIGHT,0,0,0,0.0,60.0
frame_0220,LEFT,3,180,0,8.052000045776367,55.0
frame_0220,CENTER,6,360,0,3.575000047683716,55.0
frame_0220,RIGHT,0,0,0,0.0,60.0
frame_0269,LEFT,4,240,0,5.360099792480469,55.0
frame_0269,CENTER,6,360,0,5.93310022354126,55.0
frame_0269,RIGHT,0,0,0,0.0,60.0
frame_0304,LEFT,4,240,0,2.918800115585327,55.0
frame_0304,CENTER,7,420,0,10.90530014038086,45.0
frame_0304,RIGHT,0,0,0,0.0,60.0
frame_0062,LEFT,4,240,0,10.626700401306152,45.0
frame_0062,CENTER,3,180,0,7.468800067901611,55.0
frame_0062,RIGHT,1,60,0,8.396499633789062,55.0
frame_0327,LEFT,5,300,0,7.738500118255615,55.0
frame_0327,CENTER,5,300,0,6.428699970245361,55.0
frame_0327,RIGHT,0,0,0,0.0,60.0
frame_0231,LEFT,7,420,0,9.137700080871582,55.0
frame_0231,CENTER,4,240,0,2.9677999019622803,55.0
frame_0231,RIGHT,0,0,0,0.0,60.0
frame_0370,LEFT,4,240,0,17.53660011291504,45.0
frame_0370,CENTER,4,240,0,4.909900188446045,55.0
frame_0370,RIGHT,0,0,0,0.0,60.0
frame_0039,LEFT,5,300,0,9.357999801635742,55.0
frame_0039,CENTER,2,120,0,6.0218000411987305,55.0
frame_0039,RIGHT,1,60,0,6.02869987487793,55.0
frame_0379,LEFT,4,240,0,16.7185001373291,45.0
frame_0379,CENTER,4,240,0,5.9664998054504395,55.0
frame_0379,RIGHT,0,0,0,0.0,60.0
frame_0164,LEFT,3,180,0,6.819699764251709,55.0
frame_0164,CENTER,7,420,0,9.660699844360352,55.0
frame_0164,RIGHT,0,0,0,0.0,60.0
frame_0280,LEFT,5,300,0,13.449199676513672,45.0
frame_0280,CENTER,6,360,0,8.128199577331543,55.0
frame_0280,RIGHT,0,0,0,0.0,60.0
frame_0252,LEFT,5,300,0,8.4350004196167,55.0
frame_0252,CENTER,7,420,0,5.120800018310547,55.0
frame_0252,RIGHT,0,0,0,0.0,60.0
frame_0008,LEFT,6,360,0,6.771299839019775,55.0
frame_0008,CENTER,2,120,0,5.005300045013428,55.0
frame_0008,RIGHT,0,0,0,0.0,60.0
frame_0295,LEFT,5,300,0,2.635999917984009,55.0
frame_0295,CENTER,6,360,0,13.109000205993652,45.0
frame_0295,RIGHT,0,0,0,0.0,60.0
frame_0069,LEFT,4,240,0,15.487799644470215,45.0
frame_0069,CENTER,3,180,0,7.6269001960754395,55.0
frame_0069,RIGHT,1,60,0,11.157999992370605,45.0
frame_0385,LEFT,4,240,0,15.387900352478027,45.0
frame_0385,CENTER,3,180,0,6.219900131225586,55.0
frame_0385,RIGHT,0,0,0,0.0,60.0
frame_0014,LEFT,6,360,0,9.987600326538086,55.0
frame_0014,CENTER,2,120,0,5.396200180053711,55.0
frame_0014,RIGHT,0,0,0,0.0,60.0
frame_0388,LEFT,4,240,0,14.661499977111816,45.0
frame_0388,CENTER,3,180,0,6.72730016708374,55.0
frame_0388,RIGHT,0,0,0,0.0,60.0
frame_0011,LEFT,6,360,0,8.130599975585938,55.0
frame_0011,CENTER,2,120,0,5.227799892425537,55.0
frame_0011,RIGHT,0,0,0,0.0,60.0
frame_0169,LEFT,2,120,0,0.8324999809265137,55.0
frame_0169,CENTER,7,420,0,7.667900085449219,55.0
frame_0169,RIGHT,0,0,0,0.0,60.0
frame_0118,LEFT,3,180,0,0.9718999862670898,55.0
frame_0118,CENTER,6,360,0,9.863699913024902,55.0
frame_0118,RIGHT,0,0,0,0.0,60.0
frame_0057,LEFT,4,240,0,12.869500160217285,45.0
frame_0057,CENTER,3,180,0,6.8495001792907715,55.0
frame_0057,RIGHT,1,60,0,7.532700061798096,55.0
frame_0213,LEFT,4,240,0,5.261499881744385,55.0
frame_0213,CENTER,5,300,0,2.702899932861328,55.0
frame_0213,RIGHT,0,0,0,0.0,60.0
frame_0158,LEFT,2,120,0,11.520899772644043,45.0
frame_0158,CENTER,6,360,0,9.484999656677246,55.0
frame_0158,RIGHT,0,0,0,0.0,60.0
frame_0002,LEFT,5,300,0,4.613699913024902,55.0
frame_0002,CENTER,3,180,0,5.676400184631348,55.0
frame_0002,RIGHT,0,0,0,0.0,60.0
frame_0265,LEFT,7,420,0,9.333900451660156,55.0
frame_0265,CENTER,6,360,0,5.397600173950195,55.0
frame_0265,RIGHT,0,0,0,0.0,60.0
frame_0194,LEFT,5,300,0,6.389900207519531,55.0
frame_0194,CENTER,3,180,0,1.440600037574768,55.0
frame_0194,RIGHT,0,0,0,0.0,60.0
frame_0353,LEFT,5,300,0,13.785599708557129,45.0
frame_0353,CENTER,4,240,0,10.254300117492676,45.0
frame_0353,RIGHT,0,0,0,0.0,60.0
frame_0142,LEFT,2,120,0,4.062300205230713,55.0
frame_0142,CENTER,5,300,0,6.935999870300293,55.0
frame_0142,RIGHT,0,0,0,0.0,60.0
frame_0086,LEFT,3,180,0,3.6738998889923096,55.0
frame_0086,CENTER,3,180,0,10.384200096130371,45.0
frame_0086,RIGHT,0,0,0,0.0,60.0
frame_0136,LEFT,3,180,0,2.935699939727783,55.0
frame_0136,CENTER,4,240,0,5.342800140380859,55.0
frame_0136,RIGHT,0,0,0,0.0,60.0
frame_0038,LEFT,5,300,0,8.894000053405762,55.0
frame_0038,CENTER,2,120,0,5.717199802398682,55.0
frame_0038,RIGHT,1,60,0,6.203499794006348,55.0
frame_0218,LEFT,3,180,0,7.394700050354004,55.0
frame_0218,CENTER,5,300,0,3.009500026702881,55.0
frame_0218,RIGHT,0,0,0,0.0,60.0
frame_0345,LEFT,6,360,1,24.776500701904297,35.0
frame_0345,CENTER,4,240,0,9.74370002746582,55.0
frame_0345,RIGHT,0,0,0,0.0,60.0
frame_0268,LEFT,5,300,0,5.31790018081665,55.0
frame_0268,CENTER,6,360,0,5.674099922180176,55.0
frame_0268,RIGHT,0,0,0,0.0,60.0
frame_0381,LEFT,4,240,0,14.765800476074219,45.0
frame_0381,CENTER,4,240,0,6.354499816894531,55.0
frame_0381,RIGHT,0,0,0,0.0,60.0
frame_0276,LEFT,5,300,0,10.41510009765625,45.0
frame_0276,CENTER,6,360,0,7.27239990234375,55.0
frame_0276,RIGHT,0,0,0,0.0,60.0
frame_0188,LEFT,4,240,0,4.263700008392334,55.0
frame_0188,CENTER,5,300,0,1.7833000421524048,55.0
frame_0188,RIGHT,0,0,0,0.0,60.0
frame_0176,LEFT,2,120,0,1.8257999420166016,55.0
frame_0176,CENTER,4,240,0,0.968500018119812,55.0
frame_0176,RIGHT,0,0,0,0.0,60.0
frame_0130,LEFT,4,240,0,2.2648000717163086,55.0
frame_0130,CENTER,3,180,0,4.4567999839782715,55.0
frame_0130,RIGHT,0,0,0,0.0,60.0
frame_0301,LEFT,5,300,0,2.9672000408172607,55.0
frame_0301,CENTER,6,360,0,12.5556001663208,45.0
frame_0301,RIGHT,0,0,0,0.0,60.0
frame_0226,LEFT,5,300,0,13.916899681091309,45.0
frame_0226,CENTER,5,300,0,3.5583999156951904,55.0
frame_0226,RIGHT,0,0,0,0.0,60.0
frame_0138,LEFT,2,120,0,3.1612000465393066,55.0
frame_0138,CENTER,7,420,0,6.060100078582764,55.0
frame_0138,RIGHT,0,0,0,0.0,60.0
frame_0027,LEFT,6,360,0,9.843500137329102,55.0
frame_0027,CENTER,2,120,0,5.796000003814697,55.0
frame_0027,RIGHT,0,0,0,0.0,60.0
frame_0111,LEFT,2,120,0,9.535699844360352,55.0
frame_0111,CENTER,5,300,0,11.825900077819824,45.0
frame_0111,RIGHT,0,0,0,0.0,60.0
frame_0264,LEFT,6,360,0,10.029600143432617,45.0
frame_0264,CENTER,6,360,0,5.45359992980957,55.0
frame_0264,RIGHT,0,0,0,0.0,60.0
frame_0081,LEFT,2,120,0,2.626199960708618,55.0
frame_0081,CENTER,3,180,0,8.945300102233887,55.0
frame_0081,RIGHT,1,60,0,5.638299942016602,55.0
frame_0375,LEFT,4,240,0,20.800500869750977,35.0
frame_0375,CENTER,4,240,0,5.486999988555908,55.0
frame_0375,RIGHT,0,0,0,0.0,60.0
frame_0101,LEFT,3,180,0,9.163299560546875,55.0
frame_0101,CENTER,3,180,0,13.668899536132812,45.0
frame_0101,RIGHT,0,0,0,0.0,60.0
frame_0373,LEFT,4,240,0,20.409500122070312,35.0
frame_0373,CENTER,4,240,0,5.197800159454346,55.0
frame_0373,RIGHT,0,0,0,0.0,60.0
frame_0017,LEFT,6,360,0,11.595199584960938,45.0
frame_0017,CENTER,2,120,0,5.283699989318848,55.0
frame_0017,RIGHT,0,0,0,0.0,60.0
frame_0059,LEFT,3,180,0,8.923500061035156,55.0
frame_0059,CENTER,3,180,0,7.246799945831299,55.0
frame_0059,RIGHT,1,60,0,8.285599708557129,55.0
frame_0212,LEFT,5,300,0,6.980000019073486,55.0
frame_0212,CENTER,5,300,0,2.757200002670288,55.0
frame_0212,RIGHT,0,0,0,0.0,60.0
frame_0228,LEFT,6,360,0,13.595399856567383,45.0
frame_0228,CENTER,4,240,0,2.8296000957489014,55.0
frame_0228,RIGHT,0,0,0,0.0,60.0
frame_0272,LEFT,5,300,0,7.229000091552734,55.0
frame_0272,CENTER,6,360,0,6.490799903869629,55.0
frame_0272,RIGHT,0,0,0,0.0,60.0
frame_0235,LEFT,5,300,0,2.830699920654297,55.0
frame_0235,CENTER,4,240,0,3.400899887084961,55.0
frame_0235,RIGHT,0,0,0,0.0,60.0
frame_0377,LEFT,4,240,0,18.73900032043457,45.0
frame_0377,CENTER,4,240,0,5.943399906158447,55.0
frame_0377,RIGHT,0,0,0,0.0,60.0
frame_0266,LEFT,7,420,0,7.557700157165527,55.0
frame_0266,CENTER,6,360,0,5.394800186157227,55.0
frame_0266,RIGHT,0,0,0,0.0,60.0
frame_0105,LEFT,3,180,0,12.569999694824219,45.0
frame_0105,CENTER,3,180,0,13.708999633789062,45.0
frame_0105,RIGHT,0,0,0,0.0,60.0
frame_0117,LEFT,3,180,0,0.9660000205039978,55.0
frame_0117,CENTER,6,360,0,10.183600425720215,45.0
frame_0117,RIGHT,0,0,0,0.0,60.0
frame_0338,LEFT,5,300,0,14.350000381469727,45.0
frame_0338,CENTER,5,300,0,8.366499900817871,55.0
frame_0338,RIGHT,0,0,0,0.0,60.0
frame_0186,LEFT,4,240,0,3.6837000846862793,55.0
frame_0186,CENTER,4,240,0,1.2419999837875366,55.0
frame_0186,RIGHT,0,0,0,0.0,60.0
frame_0127,LEFT,3,180,0,1.8858000040054321,55.0
frame_0127,CENTER,3,180,0,4.3333001136779785,55.0
frame_0127,RIGHT,0,0,0,0.0,60.0
frame_0126,LEFT,3,180,0,1.779099941253662,55.0
frame_0126,CENTER,3,180,0,4.180500030517578,55.0
frame_0126,RIGHT,0,0,0,0.0,60.0
frame_0378,LEFT,4,240,0,17.79129981994629,45.0
frame_0378,CENTER,4,240,0,5.862500190734863,55.0
frame_0378,RIGHT,0,0,0,0.0,60.0
frame_0297,LEFT,5,300,0,2.609499931335449,55.0
frame_0297,CENTER,6,360,0,13.031800270080566,45.0
frame_0297,RIGHT,0,0,0,0.0,60.0
frame_0356,LEFT,4,240,0,11.149299621582031,45.0
frame_0356,CENTER,5,300,0,9.704000473022461,55.0
frame_0356,RIGHT,0,0,0,0.0,60.0
frame_0196,LEFT,5,300,0,7.636000156402588,55.0
frame_0196,CENTER,5,300,0,1.9571000337600708,55.0
frame_0196,RIGHT,0,0,0,0.0,60.0
frame_0285,LEFT,6,360,0,12.522299766540527,45.0
frame_0285,CENTER,6,360,0,8.974300384521484,55.0
frame_0285,RIGHT,0,0,0,0.0,60.0
frame_0284,LEFT,6,360,0,12.946499824523926,45.0
frame_0284,CENTER,6,360,0,8.666000366210938,55.0
frame_0284,RIGHT,0,0,0,0.0,60.0
frame_0298,LEFT,5,300,0,2.625699996948242,55.0
frame_0298,CENTER,6,360,0,12.969200134277344,45.0
frame_0298,RIGHT,0,0,0,0.0,60.0
frame_0275,LEFT,5,300,0,8.764399528503418,55.0
frame_0275,CENTER,6,360,0,6.957099914550781,55.0
frame_0275,RIGHT,0,0,0,0.0,60.0
frame_0070,LEFT,3,180,0,13.439599990844727,45.0
frame_0070,CENTER,3,180,0,7.686299800872803,55.0
frame_0070,RIGHT,1,60,0,11.878100395202637,45.0
frame_0028,LEFT,6,360,0,8.697999954223633,55.0
frame_0028,CENTER,2,120,0,5.734499931335449,55.0
frame_0028,RIGHT,0,0,0,0.0,60.0
frame_0230,LEFT,6,360,0,10.858599662780762,45.0
frame_0230,CENTER,4,240,0,2.998300075531006,55.0
frame_0230,RIGHT,0,0,0,0.0,60.0
frame_0214,LEFT,4,240,0,5.744200229644775,55.0
frame_0214,CENTER,5,300,0,2.813499927520752,55.0
frame_0214,RIGHT,0,0,0,0.0,60.0
frame_0240,LEFT,5,300,0,3.9310998916625977,55.0
frame_0240,CENTER,5,300,0,3.6215999126434326,55.0
frame_0240,RIGHT,0,0,0,0.0,60.0
frame_0222,LEFT,3,180,0,10.342000007629395,45.0
frame_0222,CENTER,5,300,0,3.2156999111175537,55.0
frame_0222,RIGHT,0,0,0,0.0,60.0
frame_0368,LEFT,4,240,0,15.598699569702148,45.0
frame_0368,CENTER,4,240,0,4.791399955749512,55.0
frame_0368,RIGHT,0,0,0,0.0,60.0
frame_0296,LEFT,5,300,0,2.5483999252319336,55.0
frame_0296,CENTER,6,360,0,12.739999771118164,45.0
frame_0296,RIGHT,0,0,0,0.0,60.0
frame_0125,LEFT,2,120,0,1.6014000177383423,55.0
frame_0125,CENTER,3,180,0,4.153500080108643,55.0
frame_0125,RIGHT,0,0,0,0.0,60.0
frame_0170,LEFT,2,120,0,1.384600043296814,55.0
frame_0170,CENTER,7,420,0,6.69350004196167,55.0
frame_0170,RIGHT,0,0,0,0.0,60.0
frame_0137,LEFT,2,120,0,3.0339999198913574,55.0
frame_0137,CENTER,5,300,0,5.549900054931641,55.0
frame_0137,RIGHT,0,0,0,0.0,60.0
frame_0035,LEFT,5,300,0,7.725599765777588,55.0
frame_0035,CENTER,2,120,0,5.770299911499023,55.0
frame_0035,RIGHT,1,60,0,4.656300067901611,55.0
frame_0065,LEFT,4,240,0,13.068400382995605,45.0
frame_0065,CENTER,3,180,0,7.442200183868408,55.0
frame_0065,RIGHT,1,60,0,9.608699798583984,55.0
frame_0389,LEFT,4,240,0,12.69159984588623,45.0
frame_0389,CENTER,3,180,0,6.855400085449219,55.0
frame_0389,RIGHT,0,0,0,0.0,60.0
frame_0243,LEFT,5,300,0,5.177199840545654,55.0
frame_0243,CENTER,5,300,0,3.9928998947143555,55.0
frame_0243,RIGHT,0,0,0,0.0,60.0
frame_0255,LEFT,5,300,0,11.097100257873535,45.0
frame_0255,CENTER,7,420,0,5.20419979095459,55.0
frame_0255,RIGHT,0,0,0,0.0,60.0
frame_0031,LEFT,5,300,0,6.1371002197265625,55.0
frame_0031,CENTER,2,120,0,5.578199863433838,55.0
frame_0031,RIGHT,1,60,0,2.789799928665161,55.0
frame_0274,LEFT,5,300,0,8.506099700927734,55.0
frame_0274,CENTER,6,360,0,6.829100131988525,55.0
frame_0274,RIGHT,0,0,0,0.0,60.0
frame_0063,LEFT,4,240,0,11.395700454711914,45.0
frame_0063,CENTER,3,180,0,7.478799819946289,55.0
frame_0063,RIGHT,1,60,0,9.677900314331055,55.0
frame_0074,LEFT,3,180,0,5.374000072479248,55.0
frame_0074,CENTER,3,180,0,7.623199939727783,55.0
frame_0074,RIGHT,1,60,0,11.52340030670166,45.0
frame_0064,LEFT,4,240,0,12.080499649047852,45.0
frame_0064,CENTER,3,180,0,7.478899955749512,55.0
frame_0064,RIGHT,1,60,0,9.302599906921387,55.0
frame_0022,LEFT,6,360,0,15.29520034790039,45.0
frame_0022,CENTER,2,120,0,5.471799850463867,55.0
frame_0022,RIGHT,0,0,0,0.0,60.0
frame_0227,LEFT,6,360,0,14.125100135803223,45.0
frame_0227,CENTER,4,240,0,2.8712000846862793,55.0
frame_0227,RIGHT,0,0,0,0.0,60.0
frame_0175,LEFT,2,120,0,1.7568000555038452,55.0
frame_0175,CENTER,4,240,0,0.9009000062942505,55.0
frame_0175,RIGHT,0,0,0,0.0,60.0
frame_0342,LEFT,6,360,0,18.83679962158203,45.0
